Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Sun Jan 14 20:57:16 2024
| Host         : inf139-desktop running 64-bit Ubuntu 22.04.3 LTS
| Command      : report_utilization -hierarchical -hierarchical_depth 8 -hierarchical_percentages -file hdl_32_1_1_2/utilization_hier_perc.post_pr.txt
| Design       : fullSysGen
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Physopt postRoute
-------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+--------------------------------------+----------------------------+--------------+--------------+-------------+----------+--------------+-------------+-----------+----------+------------+
|               Instance               |           Module           |  Total LUTs  |  Logic LUTs  |   LUTRAMs   |   SRLs   |      FFs     |    RAMB36   |   RAMB18  |   URAM   | DSP Blocks |
|         q                            |                Queue_4_408 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_19                      |              contQueue_367 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_407 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_2                       |              contQueue_368 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_406 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_20                      |              contQueue_369 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_405 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_21                      |              contQueue_370 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_404 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_22                      |              contQueue_371 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_403 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_23                      |              contQueue_372 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_402 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_24                      |              contQueue_373 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_401 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_25                      |              contQueue_374 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_400 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_26                      |              contQueue_375 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_399 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_27                      |              contQueue_376 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_398 |    47(0.01%) |     7(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |    0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
