Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Sun Jan 14 17:11:50 2024
| Host         : inf139-desktop running 64-bit Ubuntu 22.04.3 LTS
| Command      : report_utilization -hierarchical -hierarchical_depth 8 -hierarchical_percentages -file hdl_16_1_1_2/utilization_hier_perc.post_synth.txt
| Design       : fullSysGen
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Synthesized
----------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+--------------------------------------+----------------------------+--------------+--------------+-------------+----------+--------------+------------+-----------+----------+------------+
|               Instance               |           Module           |  Total LUTs  |  Logic LUTs  |   LUTRAMs   |   SRLs   |      FFs     |   RAMB36   |   RAMB18  |   URAM   | DSP Blocks |
|       queues_12                      |              contQueue_184 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_206 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_13                      |              contQueue_185 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_205 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_14                      |              contQueue_186 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_204 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_15                      |              contQueue_187 |    49(0.01%) |     9(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_203 |    49(0.01%) |     9(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_2                       |              contQueue_188 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_202 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_3                       |              contQueue_189 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_201 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_4                       |              contQueue_190 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_200 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_5                       |              contQueue_191 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_199 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_6                       |              contQueue_192 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_198 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_7                       |              contQueue_193 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_197 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_8                       |              contQueue_194 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                Queue_4_196 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       queues_9                       |              contQueue_195 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         q                            |                    Queue_4 |    48(0.01%) |     8(0.01%) |   40(0.01%) | 0(0.00%) |     7(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       vcasNetworkUnits_0             |         contAddrNtwUnitCAS |     6(0.01%) |     6(0.01%) |    0(0.00%) | 0(0.00%) |    68(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|     vcas_0                           |         virtContAddrServer |   809(0.06%) |   753(0.06%) |   56(0.01%) | 0(0.00%) |  1245(0.05%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       (vcas_0)                       |         virtContAddrServer |   524(0.04%) |   524(0.04%) |    0(0.00%) | 0(0.00%) |  1230(0.05%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       rdReq__deq                     |                  Queue_148 |    75(0.01%) |    71(0.01%) |    4(0.01%) | 0(0.00%) |     5(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       wrReqData__deq                 |                Queue_2_149 |   126(0.01%) |    78(0.01%) |   48(0.01%) | 0(0.00%) |     5(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       wrReq__deq                     |                  Queue_150 |    84(0.01%) |    80(0.01%) |    4(0.01%) | 0(0.00%) |     5(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|   stealSide                          |                  stealSide | 18180(1.39%) | 17976(1.38%) |  204(0.03%) | 0(0.00%) | 15297(0.59%) | 112(5.56%) | 16(0.40%) | 0(0.00%) |   0(0.00%) |
|     stealNW_TQ                       |                 stealNW_TQ | 16234(1.25%) | 16234(1.25%) |    0(0.00%) | 0(0.00%) | 14740(0.57%) | 112(5.56%) | 16(0.40%) | 0(0.00%) |   0(0.00%) |
|       (stealNW_TQ)                   |                 stealNW_TQ |    16(0.01%) |    16(0.01%) |    0(0.00%) | 0(0.00%) |     0(0.00%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|       stealNet                       |               stealNetwork |  2001(0.15%) |  2001(0.15%) |    0(0.00%) | 0(0.00%) |  4969(0.19%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_0                  |       stealNetworkCtrlUnit |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_1                  |   stealNetworkCtrlUnit_112 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_10                 |   stealNetworkCtrlUnit_113 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_11                 |   stealNetworkCtrlUnit_114 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_12                 |   stealNetworkCtrlUnit_115 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
|         ctrlunits_13                 |   stealNetworkCtrlUnit_116 |     0(0.00%) |     0(0.00%) |    0(0.00%) | 0(0.00%) |     1(0.01%) |   0(0.00%) |  0(0.00%) | 0(0.00%) |   0(0.00%) |
